epoch,total_loss,data_loss,physics_loss,validation_loss,validation_r2_x_ddot,validation_r2_theta_ddot
4.420000000e+02,3.037734016e-03,3.734657051e-04,2.664268311e-03,3.695482033e-04,9.997300287e-01,9.995601551e-01
4.430000000e+02,3.573441508e-03,3.770928605e-04,3.196348647e-03,3.739857602e-04,9.996423459e-01,9.996294758e-01
4.440000000e+02,3.196745464e-03,2.615055978e-04,2.935239866e-03,2.451726766e-04,9.997471762e-01,9.997733153e-01
4.450000000e+02,4.597472849e-03,4.662402997e-04,4.131232549e-03,4.638210042e-04,9.995314933e-01,9.995625066e-01
4.460000000e+02,4.028008321e-03,5.007930779e-04,3.527215243e-03,4.495799762e-04,9.996659691e-01,9.994698406e-01
4.470000000e+02,3.730060354e-03,4.468777904e-04,3.283182563e-03,4.377218858e-04,9.994647062e-01,9.996694208e-01
4.480000000e+02,3.924710343e-03,4.338575889e-04,3.490852755e-03,4.355224837e-04,9.996976649e-01,9.994676424e-01
4.490000000e+02,3.095686243e-03,4.122509343e-04,2.683435308e-03,4.173974364e-04,9.994489260e-01,9.997206709e-01
4.500000000e+02,3.183134089e-03,3.218474193e-04,2.861286670e-03,3.059718329e-04,9.995831802e-01,9.998065976e-01
4.510000000e+02,3.900704840e-03,6.413346139e-04,3.259370226e-03,6.342476715e-04,9.993623704e-01,9.993990806e-01
4.520000000e+02,2.636589398e-03,2.891084068e-04,2.347480991e-03,2.761780627e-04,9.997165475e-01,9.997434603e-01
4.530000000e+02,3.058864363e-03,4.090218405e-04,2.649842522e-03,3.983423666e-04,9.997376220e-01,9.995005905e-01
4.540000000e+02,3.144669538e-03,2.576517408e-04,2.887017797e-03,2.590756480e-04,9.996635217e-01,9.998217019e-01
4.550000000e+02,3.924189527e-03,4.089019739e-04,3.515287553e-03,3.874717626e-04,9.996409423e-01,9.996059603e-01
4.560000000e+02,2.973257130e-03,3.730485246e-04,2.600208606e-03,3.620622415e-04,9.995742672e-01,9.997115097e-01
4.570000000e+02,3.394866957e-03,5.137256632e-04,2.881141294e-03,4.951804489e-04,9.994236375e-01,9.996002307e-01
4.580000000e+02,4.423780220e-03,4.571023883e-04,3.966677832e-03,3.818719160e-04,9.996328125e-01,9.996234222e-01
4.590000000e+02,3.137761727e-03,3.020756135e-04,2.835686113e-03,2.898064134e-04,9.997471135e-01,9.996914388e-01
4.600000000e+02,2.739182383e-03,5.148751807e-04,2.224307202e-03,5.046961369e-04,9.994027225e-01,9.996012414e-01
4.610000000e+02,3.688696552e-03,3.344706980e-04,3.354225854e-03,3.249270111e-04,9.997291375e-01,9.996428513e-01
4.620000000e+02,2.949572636e-03,3.937025133e-04,2.555870123e-03,3.631408796e-04,9.995206983e-01,9.997568571e-01
4.630000000e+02,3.543124927e-03,3.599702438e-04,3.183154683e-03,3.209412245e-04,9.996003145e-01,9.997639811e-01
4.640000000e+02,2.789779282e-03,3.295009930e-04,2.460278289e-03,3.137981153e-04,9.997626965e-01,9.996336311e-01
4.650000000e+02,2.960925890e-03,2.998069486e-04,2.661118941e-03,2.682366641e-04,9.996538542e-01,9.998134266e-01
4.660000000e+02,2.735256668e-03,2.580681236e-04,2.477188545e-03,2.497308353e-04,9.998164936e-01,9.997037071e-01
4.670000000e+02,3.736448721e-03,5.919568369e-04,3.144491884e-03,5.467648763e-04,9.997399744e-01,9.992260606e-01
4.680000000e+02,3.570311646e-03,4.089787908e-04,3.161332856e-03,3.899889747e-04,9.995210080e-01,9.997072998e-01
4.690000000e+02,3.460832976e-03,3.359745118e-04,3.124858464e-03,3.134757739e-04,9.997016466e-01,9.996881595e-01
4.700000000e+02,3.297801295e-03,5.137211419e-04,2.784080153e-03,4.743263857e-04,9.996756977e-01,9.994158198e-01
4.710000000e+02,2.890486914e-03,2.266317431e-04,2.663855170e-03,2.243404808e-04,9.997535713e-01,9.998059059e-01
4.720000000e+02,3.134243176e-03,3.708316395e-04,2.763411537e-03,3.561494416e-04,9.994921990e-01,9.997948697e-01
4.730000000e+02,2.766532054e-03,2.712397916e-04,2.495292263e-03,2.682119932e-04,9.997365558e-01,9.997404062e-01
4.740000000e+02,2.706358683e-03,2.153375281e-04,2.491021155e-03,1.859161244e-04,9.997725721e-01,9.998596526e-01
4.750000000e+02,3.067079286e-03,3.121425931e-04,2.754936693e-03,2.700562699e-04,9.997288099e-01,9.997438641e-01
4.760000000e+02,4.534948569e-03,6.077079419e-04,3.927240628e-03,5.944646898e-04,9.992772529e-01,9.995473085e-01
4.770000000e+02,3.259439046e-03,4.653999690e-04,2.794039077e-03,4.569300766e-04,9.995750147e-01,9.995367053e-01
4.780000000e+02,2.388517101e-03,2.262230558e-04,2.162294046e-03,2.022777709e-04,9.998231693e-01,9.997849165e-01
4.790000000e+02,3.608686101e-03,5.141112893e-04,3.094574812e-03,4.986289619e-04,9.996083256e-01,9.994307310e-01
4.800000000e+02,3.644885651e-03,3.623208041e-04,3.282564847e-03,3.555673913e-04,9.996739356e-01,9.996353764e-01
4.810000000e+02,4.167956977e-03,6.921634124e-04,3.475793565e-03,5.755364569e-04,9.995492438e-01,9.993417538e-01
4.820000000e+02,2.556414582e-03,2.125857208e-04,2.343828861e-03,1.964799189e-04,9.997926194e-01,9.998225497e-01
4.830000000e+02,3.583898972e-03,3.071842603e-04,3.276714711e-03,2.684113366e-04,9.996228358e-01,9.998405103e-01
4.840000000e+02,2.885539324e-03,3.129956561e-04,2.572543668e-03,3.040679651e-04,9.996824870e-01,9.997223562e-01
4.850000000e+02,2.965605547e-03,4.560239128e-04,2.509581635e-03,4.158933880e-04,9.993260144e-01,9.998320226e-01
4.860000000e+02,3.031165712e-03,3.511116946e-04,2.680054017e-03,2.973113746e-04,9.997235195e-01,9.996985073e-01
4.870000000e+02,2.761029135e-03,2.803655758e-04,2.480663560e-03,2.523914629e-04,9.996807131e-01,9.998187834e-01
4.880000000e+02,2.705158517e-03,2.577449871e-04,2.447413530e-03,2.144541014e-04,9.997375323e-01,9.998382241e-01
4.890000000e+02,3.429386022e-03,3.804343450e-04,3.048951677e-03,3.204319608e-04,9.995774863e-01,9.997850843e-01
4.900000000e+02,4.146537995e-03,5.099110014e-04,3.636626993e-03,4.260979628e-04,9.993955388e-01,9.997518667e-01
4.910000000e+02,2.833824930e-03,3.021764148e-04,2.531648515e-03,2.809677210e-04,9.997883469e-01,9.996712344e-01
4.920000000e+02,3.176431729e-03,5.893786523e-04,2.587053077e-03,5.745961482e-04,9.992639841e-01,9.995955029e-01
4.930000000e+02,2.383918758e-03,2.614773790e-04,2.122441379e-03,2.455065535e-04,9.997791566e-01,9.997444482e-01
4.940000000e+02,3.022537505e-03,3.327408277e-04,2.689796677e-03,3.283008012e-04,9.996314817e-01,9.997229357e-01
4.950000000e+02,4.119468722e-03,6.216772580e-04,3.497791464e-03,6.264068444e-04,9.990219430e-01,9.997142366e-01
4.960000000e+02,2.955846987e-03,3.157512511e-04,2.640095736e-03,3.206638753e-04,9.996904325e-01,9.996848722e-01
4.970000000e+02,2.556230993e-03,2.526768586e-04,2.303554135e-03,2.371692038e-04,9.998011910e-01,9.997402855e-01
4.980000000e+02,2.566198282e-03,2.261393565e-04,2.340058926e-03,1.943883077e-04,9.997625397e-01,9.998529641e-01
4.990000000e+02,3.465140112e-03,3.249993120e-04,3.140140800e-03,3.306068024e-04,9.996459472e-01,9.997059226e-01
5.000000000e+02,2.825010951e-03,4.411202464e-04,2.383890704e-03,3.891294887e-04,9.994525765e-01,9.997693358e-01
5.010000000e+02,3.352857396e-03,3.230516979e-04,3.029805698e-03,2.810297020e-04,9.996749146e-01,9.997713365e-01
5.020000000e+02,2.437778363e-03,2.819912883e-04,2.155787075e-03,2.666522655e-04,9.997119401e-01,9.997650170e-01
5.030000000e+02,3.155749765e-03,4.717193771e-04,2.684030388e-03,4.650868203e-04,9.996385974e-01,9.994655579e-01
5.040000000e+02,2.704372862e-03,3.628063412e-04,2.341566521e-03,3.480487473e-04,9.995250201e-01,9.997807428e-01
5.050000000e+02,2.664207065e-03,2.323456037e-04,2.431861461e-03,2.022897413e-04,9.997673968e-01,9.998341687e-01
5.060000000e+02,4.555368614e-03,4.713153255e-04,4.084053288e-03,4.638412245e-04,9.992979805e-01,9.997687747e-01
5.070000000e+02,3.383893483e-03,3.736009576e-04,3.010292525e-03,3.941136645e-04,9.995287024e-01,9.996929305e-01
5.080000000e+02,3.990500725e-03,3.884855717e-04,3.602015154e-03,3.222882700e-04,9.997598220e-01,9.996205857e-01
5.090000000e+02,3.066403333e-03,4.066417121e-04,2.659761621e-03,4.003454010e-04,9.995055465e-01,9.997019491e-01
5.100000000e+02,2.727745123e-03,2.422859289e-04,2.485459194e-03,2.252255745e-04,9.997302602e-01,9.998248763e-01
5.110000000e+02,2.292632369e-03,2.622873939e-04,2.030344975e-03,2.308138541e-04,9.998204866e-01,9.997349044e-01
5.120000000e+02,2.918065642e-03,2.344478400e-04,2.683617802e-03,2.015762548e-04,9.998331291e-01,9.997774048e-01
5.130000000e+02,2.482037595e-03,2.207262848e-04,2.261311310e-03,1.897858087e-04,9.997788949e-01,9.998469632e-01
5.140000000e+02,3.569582101e-03,4.898496427e-04,3.079732458e-03,5.063097556e-04,9.993893591e-01,9.996100857e-01
5.150000000e+02,2.523713889e-03,2.767441324e-04,2.246969757e-03,2.469384751e-04,9.997497222e-01,9.997678246e-01
5.160000000e+02,2.899116367e-03,5.538621096e-04,2.345254257e-03,5.350062912e-04,9.993304506e-01,9.996094538e-01
5.170000000e+02,2.278772749e-03,1.959769536e-04,2.082795795e-03,1.641863318e-04,9.998423733e-01,9.998378725e-01
5.180000000e+02,3.330220353e-03,3.228808333e-04,3.007339520e-03,2.751356795e-04,9.996180082e-01,9.998324319e-01
5.190000000e+02,2.342680063e-03,2.417235434e-04,2.100956519e-03,2.188916624e-04,9.997499139e-01,9.998191393e-01
5.200000000e+02,2.922080481e-03,2.736703794e-04,2.648410101e-03,2.810164242e-04,9.996250037e-01,9.998154565e-01
5.210000000e+02,3.548160736e-03,2.973689595e-04,3.250791777e-03,2.672930532e-04,9.997414597e-01,9.997377605e-01
5.220000000e+02,2.649429583e-03,2.346865700e-04,2.414743013e-03,2.061548660e-04,9.997369391e-01,9.998539827e-01
5.230000000e+02,2.545245013e-03,2.933021903e-04,2.251942822e-03,2.583798699e-04,9.997583201e-01,9.997392261e-01
5.240000000e+02,2.892488298e-03,3.849979703e-04,2.507490327e-03,3.608573343e-04,9.995765052e-01,9.997117443e-01
5.250000000e+02,2.502049730e-03,2.287082328e-04,2.273341497e-03,2.040786128e-04,9.997381292e-01,9.998567425e-01
5.260000000e+02,2.969750625e-03,2.997572738e-04,2.669993351e-03,2.344493192e-04,9.996888957e-01,9.998444896e-01
5.270000000e+02,2.240233314e-03,2.030599950e-04,2.037173319e-03,1.739704382e-04,9.998268565e-01,9.998336212e-01
5.280000000e+02,3.279108913e-03,6.414077811e-04,2.637701132e-03,6.353621673e-04,9.993028623e-01,9.994496094e-01
5.290000000e+02,3.192863937e-03,3.364364787e-04,2.856427458e-03,3.125088122e-04,9.995888070e-01,9.997896268e-01
5.300000000e+02,2.432832287e-03,2.002326980e-04,2.232599589e-03,1.675029628e-04,9.998387513e-01,9.998349844e-01
5.310000000e+02,2.799399353e-03,2.076977382e-04,2.591701615e-03,1.667772955e-04,9.998020672e-01,9.998687263e-01
5.320000000e+02,4.375207600e-03,4.773475347e-04,3.897860066e-03,3.833441824e-04,9.994627767e-01,9.997709439e-01
5.330000000e+02,3.000894531e-03,2.417852902e-04,2.759109241e-03,2.385345846e-04,9.997769204e-01,9.997592219e-01
5.340000000e+02,2.396888146e-03,2.558800158e-04,2.141008131e-03,2.529157426e-04,9.996651227e-01,9.998315949e-01
5.350000000e+02,2.311198031e-03,2.291256561e-04,2.082072374e-03,2.086124347e-04,9.998028343e-01,9.997912539e-01
5.360000000e+02,2.468333753e-03,3.002178646e-04,2.168115888e-03,2.691385821e-04,9.995990756e-01,9.998601671e-01
5.370000000e+02,2.861257997e-03,3.781780962e-04,2.483079901e-03,3.473961099e-04,9.996019900e-01,9.997139389e-01
5.380000000e+02,3.459012370e-03,3.210732530e-04,3.137939117e-03,2.937094869e-04,9.997353098e-01,9.996947026e-01
5.390000000e+02,2.457400579e-03,1.993258700e-04,2.258074709e-03,1.737604590e-04,9.998153154e-01,9.998442030e-01
5.400000000e+02,3.708628288e-03,4.223176587e-04,3.286310629e-03,3.856270730e-04,9.996586729e-01,9.995936818e-01
5.410000000e+02,3.156795094e-03,3.625457497e-04,2.794249344e-03,3.603991501e-04,9.994944661e-01,9.997850657e-01
5.420000000e+02,2.526713361e-03,2.691241976e-04,2.257589164e-03,2.603285718e-04,9.996653990e-01,9.998177434e-01
5.430000000e+02,3.059815954e-03,3.148399438e-04,2.744976010e-03,2.932795063e-04,9.996518749e-01,9.997692054e-01
5.440000000e+02,2.414622888e-03,2.263095949e-04,2.188313294e-03,2.056600138e-04,9.997699028e-01,9.998257681e-01
5.450000000e+02,2.402814920e-03,2.866294027e-04,2.116185517e-03,2.847983539e-04,9.996327557e-01,9.998016654e-01
5.460000000e+02,3.218417904e-03,4.729384941e-04,2.745479410e-03,4.147267338e-04,9.994872544e-01,9.996917108e-01
5.470000000e+02,2.298162839e-03,1.787889638e-04,2.119373875e-03,1.693092324e-04,9.998103114e-01,9.998567949e-01
5.480000000e+02,3.788007559e-03,5.060252575e-04,3.281982301e-03,4.958734112e-04,9.993614458e-01,9.996539041e-01
5.490000000e+02,2.629496526e-03,3.144042840e-04,2.315092242e-03,2.670599404e-04,9.995944447e-01,9.998680741e-01
5.500000000e+02,2.480781336e-03,2.813343436e-04,2.199446992e-03,2.242923443e-04,9.997375484e-01,9.998201503e-01
5.510000000e+02,2.181372853e-03,3.194476595e-04,1.861925194e-03,2.966332539e-04,9.996446554e-01,9.997694275e-01
5.520000000e+02,3.314210117e-03,3.348889524e-04,2.979321164e-03,3.074415672e-04,9.995677703e-01,9.998175141e-01
5.530000000e+02,2.554427848e-03,2.877077675e-04,2.266720081e-03,2.602366781e-04,9.997753463e-01,9.997207752e-01
5.540000000e+02,2.254849714e-03,3.011989936e-04,1.953650720e-03,2.818816362e-04,9.995798581e-01,9.998537538e-01
5.550000000e+02,2.125481440e-03,1.856763014e-04,1.939805139e-03,1.604754239e-04,9.998282799e-01,9.998571358e-01
5.560000000e+02,2.191626726e-03,2.388663327e-04,1.952760393e-03,2.040653010e-04,9.997826674e-01,9.998174180e-01
5.570000000e+02,2.211463868e-03,2.227660437e-04,1.988697825e-03,2.082491235e-04,9.998032203e-01,9.997915798e-01
5.580000000e+02,4.114654178e-03,3.338296394e-04,3.780824538e-03,2.622165172e-04,9.996553870e-01,9.998231233e-01
5.590000000e+02,2.576840296e-03,2.745659581e-04,2.302274337e-03,2.511783106e-04,9.997046463e-01,9.997998656e-01
5.600000000e+02,2.513200338e-03,2.891944438e-04,2.224005894e-03,2.447768053e-04,9.996806046e-01,9.998328571e-01
5.610000000e+02,2.273544025e-03,2.199751621e-04,2.053568863e-03,1.817011871e-04,9.997655035e-01,9.998736347e-01
5.620000000e+02,2.430847756e-03,2.066991834e-04,2.224148573e-03,1.508168049e-04,9.998312318e-01,9.998722576e-01
5.630000000e+02,2.580221321e-03,3.511214767e-04,2.229099844e-03,3.085083435e-04,9.997304676e-01,9.996718151e-01
5.640000000e+02,3.648010397e-03,2.847946082e-04,3.363215789e-03,2.741563872e-04,9.997089837e-01,9.997538539e-01
5.650000000e+02,2.299533043e-03,2.018190174e-04,2.097714025e-03,1.720467364e-04,9.998770145e-01,9.997928385e-01
5.660000000e+02,3.292216466e-03,2.761268745e-04,3.016089591e-03,2.739784802e-04,9.997364331e-01,9.997299293e-01
5.670000000e+02,2.179374475e-03,1.870088418e-04,1.992365633e-03,1.547720103e-04,9.998464957e-01,9.998515118e-01
5.680000000e+02,2.620992062e-03,2.133731285e-04,2.407618933e-03,1.674439389e-04,9.997808194e-01,9.998862747e-01
5.690000000e+02,3.020245488e-03,3.645941109e-04,2.655651378e-03,3.088060599e-04,9.996325342e-01,9.997577914e-01
5.700000000e+02,2.385278253e-03,3.245912696e-04,2.060686984e-03,3.018140217e-04,9.998309891e-01,9.995952942e-01
5.710000000e+02,2.667198592e-03,3.224752604e-04,2.344723332e-03,3.227493716e-04,9.996462803e-01,9.997200518e-01
5.720000000e+02,2.479175326e-03,2.407619360e-04,2.238413390e-03,2.123333407e-04,9.997798628e-01,9.998047186e-01
5.730000000e+02,2.219778136e-03,2.443428752e-04,1.975435261e-03,2.096280685e-04,9.997771765e-01,9.998120579e-01
5.740000000e+02,2.174751073e-03,2.859466284e-04,1.888804444e-03,2.497268730e-04,9.997679197e-01,9.997466288e-01
5.750000000e+02,2.336320205e-03,2.033250992e-04,2.132995106e-03,1.722493332e-04,9.998050849e-01,9.998560155e-01
5.760000000e+02,2.418321940e-03,2.386239236e-04,2.179698017e-03,2.006931351e-04,9.997429921e-01,9.998586608e-01
5.770000000e+02,2.006970863e-03,2.057473711e-04,1.801223492e-03,1.885282042e-04,9.998512645e-01,9.997853341e-01
5.780000000e+02,2.190870455e-03,2.338001196e-04,1.957070336e-03,2.075646130e-04,9.997724007e-01,9.998200650e-01
5.790000000e+02,2.522818366e-03,3.455415947e-04,2.177276772e-03,3.089265480e-04,9.996754677e-01,9.997196390e-01
5.800000000e+02,2.617778114e-03,3.647383065e-04,2.253039808e-03,3.282153730e-04,9.997737802e-01,9.995973738e-01
5.810000000e+02,3.270747955e-03,2.993087710e-04,2.971439184e-03,2.743724204e-04,9.997981559e-01,9.996746749e-01
5.820000000e+02,2.425894634e-03,2.812823019e-04,2.144612332e-03,2.707645699e-04,9.996187396e-01,9.998398095e-01
5.830000000e+02,2.339956345e-03,2.663021209e-04,2.073654224e-03,2.552025319e-04,9.996744813e-01,9.998191290e-01
5.840000000e+02,2.214819448e-03,2.339495453e-04,1.980869903e-03,2.018615991e-04,9.997516644e-01,9.998488539e-01
5.850000000e+02,2.294748970e-03,3.614891772e-04,1.933259793e-03,3.311007270e-04,9.997183795e-01,9.996410230e-01
5.860000000e+02,2.119064891e-03,2.512780794e-04,1.867786812e-03,2.150781548e-04,9.998034186e-01,9.997788689e-01
5.870000000e+02,2.841072455e-03,3.733224183e-04,2.467750037e-03,3.419952655e-04,9.995954172e-01,9.997296600e-01
5.880000000e+02,2.146474887e-03,2.785918653e-04,1.867883022e-03,2.577185614e-04,9.997100450e-01,9.997830903e-01
5.890000000e+02,1.996369710e-03,2.336146003e-04,1.762755110e-03,2.208034841e-04,9.998197158e-01,9.997539608e-01
5.900000000e+02,2.138451527e-03,2.697892077e-04,1.868662319e-03,2.343765498e-04,9.997440815e-01,9.997958673e-01
5.910000000e+02,3.721355281e-03,5.138315036e-04,3.207523778e-03,5.030561239e-04,9.994026985e-01,9.996042731e-01
5.920000000e+02,2.085132792e-03,1.872884554e-04,1.897844337e-03,1.629690788e-04,9.998641311e-01,9.998208842e-01
5.930000000e+02,1.883546707e-03,1.860310056e-04,1.697515702e-03,1.677725120e-04,9.998764007e-01,9.998012268e-01
5.940000000e+02,2.447078762e-03,2.277371505e-04,2.219341612e-03,1.813625733e-04,9.997355663e-01,9.999007055e-01
5.950000000e+02,2.238420394e-03,2.203689473e-04,2.018051447e-03,1.712105852e-04,9.997835561e-01,9.998769426e-01
5.960000000e+02,2.954578566e-03,4.112817138e-04,2.543296852e-03,4.073602712e-04,9.994017301e-01,9.997807926e-01
5.970000000e+02,2.162811430e-03,1.737499255e-04,1.989061505e-03,1.545731260e-04,9.998254979e-01,9.998704282e-01
5.980000000e+02,2.590563896e-03,2.550164562e-04,2.335547439e-03,2.439494797e-04,9.997719273e-01,9.997536934e-01
5.990000000e+02,3.327238239e-03,2.772802164e-04,3.049958023e-03,2.384967357e-04,9.997793927e-01,9.997571071e-01
6.000000000e+02,2.727343059e-03,2.742189902e-04,2.453124069e-03,2.467700600e-04,9.996485620e-01,9.998575073e-01
